Character Name,Dialogue,lines
Bellatrix Lestrange,How dare you take a witch's wand? How dare you defy your masters?,Bellatrix Lestrange: How dare you take a witch's wand? How dare you defy your masters?
Dobby,Dobby has no master. Dobby is a free elf. And Dobby has come to save Harry Potter and his friends.,Dobby: Dobby has no master. Dobby is a free elf. And Dobby has come to save Harry Potter and his friends.
Harry Potter,Hermione. You're all right. We're safe. We're all safe.,Harry Potter: Hermione. You're all right. We're safe. We're all safe.
Dobby,Harry Potter.,Dobby: Harry Potter.
Dobby,Such a beautiful place... ...to be with friends. Dobby is happy to be with his friend... ...Harry Potter.,Dobby: Such a beautiful place... ...to be with friends. Dobby is happy to be with his friend... ...Harry Potter.
Luna Lovegood,We should close his eyes. Don't you think? There. Now he could be sleeping.,Luna Lovegood: We should close his eyes. Don't you think? There. Now he could be sleeping.
Harry Potter,I want to bury him. Properly. Without magic.,Harry Potter: I want to bury him. Properly. Without magic.
Luna Lovegood,It's beautiful here.,Luna Lovegood: It's beautiful here.
Luna Lovegood,Muggles think these keep evil away. But they're wrong...,Luna Lovegood: Muggles think these keep evil away. But they're wrong...
Harry Potter,I need to talk to the goblin.,Harry Potter: I need to talk to the goblin.
Harry Potter,How are you?,Harry Potter: How are you?
Griphook,Alive.,Griphook: Alive.
Harry Potter,You probably don't remember --,Harry Potter: You probably don't remember --
Harry Potter,Yes.,Harry Potter: Yes.
Griphook,And brought me here.,Griphook: And brought me here.
Griphook,You are a very unusual wizard.,Griphook: You are a very unusual wizard.
Harry Potter,Why did you leave Gringotts?,Harry Potter: Why did you leave Gringotts?
Griphook,Soon the Death Eaters will control it. That was unacceptable to me.,Griphook: Soon the Death Eaters will control it. That was unacceptable to me.
Ron Weasley,Then you're on our side.,Ron Weasley: Then you're on our side.
Griphook,This is a wizard's war. I take no side.,Griphook: This is a wizard's war. I take no side.
Griphook,It is impossible.,Griphook: It is impossible.
Griphook,How did you come by this sword?,Griphook: How did you come by this sword?
Harry Potter,It's complicated. Why did Bellatrix Lestrange think it should be in her vault at Gringotts?,Harry Potter: It's complicated. Why did Bellatrix Lestrange think it should be in her vault at Gringotts?
Griphook,It's complicated.,Griphook: It's complicated.
Harry Potter,The sword presented itself to us in a moment of need. We didn't steal it.,Harry Potter: The sword presented itself to us in a moment of need. We didn't steal it.
Harry Potter,And she never suspected?,Harry Potter: And she never suspected?
Griphook,The replica is very convincing. Only a goblin would recognize that this is the true Sword of Gryffindor.,Griphook: The replica is very convincing. Only a goblin would recognize that this is the true Sword of Gryffindor.
Ron Weasley,Who put it there? The fake.,Ron Weasley: Who put it there? The fake.
Harry Potter,And in Madam Lestrange's vault as well?,Harry Potter: And in Madam Lestrange's vault as well?
Griphook,Perhaps.,Griphook: Perhaps.
Griphook,I have no interest in gold.,Griphook: I have no interest in gold.
Harry Potter,Then what? The goblin twists the curl at his chin... then his eyes,Harry Potter: Then what? The goblin twists the curl at his chin... then his eyes
Griphook,That is my price.,Griphook: That is my price.
Ron Weasley,And if we find one? How're we supposed to destroy it if we've given Griphook the sword?,Ron Weasley: And if we find one? How're we supposed to destroy it if we've given Griphook the sword?
Harry Potter,I'm still working on that part.,Harry Potter: I'm still working on that part.
Fleur Delacour,He's too weak.,Fleur Delacour: He's too weak.
Garrick Ollivander,Forgive me if I don't get up.,Garrick Ollivander: Forgive me if I don't get up.
Garrick Ollivander,Walnut and dragon heartstring. Twelve and three quarter inches. Unyielding. This belongs to Bellatrix Lestrange.,Garrick Ollivander: Walnut and dragon heartstring. Twelve and three quarter inches. Unyielding. This belongs to Bellatrix Lestrange.
Harry Potter,And this?,Harry Potter: And this?
Garrick Ollivander,Hawthorn. Unicorn hair. Ten inches. Reasonably pliant. This was the wand of Draco Malfoy.,Garrick Ollivander: Hawthorn. Unicorn hair. Ten inches. Reasonably pliant. This was the wand of Draco Malfoy.
Harry Potter,Was? Isn't it still?,Harry Potter: Was? Isn't it still?
Garrick Ollivander,Perhaps not -- if you won it from him. I sense its allegiance has changed.,Garrick Ollivander: Perhaps not -- if you won it from him. I sense its allegiance has changed.
Harry Potter,You're lying. You know one exists and you told him about it. You told him about the Elder Wand and where to go looking for it.,Harry Potter: You're lying. You know one exists and you told him about it. You told him about the Elder Wand and where to go looking for it.
Ron Weasley,You're sure it's hers?,Ron Weasley: You're sure it's hers?
Hermione Granger,Positive. Harry turns to the two wands on the table -- the ones he showed Ollivander -- and extends the longest to Hermione.,Hermione Granger: Positive. Harry turns to the two wands on the table -- the ones he showed Ollivander -- and extends the longest to Hermione.
Harry Potter,I reckon you should take this then.,Harry Potter: I reckon you should take this then.
Ron Weasley,You heard Ollivander. It's Harry's now.,Ron Weasley: You heard Ollivander. It's Harry's now.
Hermione Granger,But I hate that thing -- that's the wand that killed Sirius! How can I hold it and not feel...,Hermione Granger: But I hate that thing -- that's the wand that killed Sirius! How can I hold it and not feel...
Harry Potter,I'll know. I can't explain. It's like...,Harry Potter: I'll know. I can't explain. It's like...
Ron Weasley,That's a bit scary.,Ron Weasley: That's a bit scary.
Harry Potter,No. I just know. When one's near.,Harry Potter: No. I just know. When one's near.
Harry Potter,In the morning.,Harry Potter: In the morning.
Bill Weasley,And Griphook?,Bill Weasley: And Griphook?
Harry Potter,He'll be leaving too.,Harry Potter: He'll be leaving too.
Luna Lovegood,The sky has lost a star.,Luna Lovegood: The sky has lost a star.
Harry Potter,Hogwarts?,Harry Potter: Hogwarts?
Luna Lovegood,Neither am I.,Luna Lovegood: Neither am I.
Ron Weasley,Always good value. I'll miss her.,Ron Weasley: Always good value. I'll miss her.
Ron Weasley,What d'you think?,Ron Weasley: What d'you think?
Harry Potter,Wouldn't know you if I didn't know you.,Harry Potter: Wouldn't know you if I didn't know you.
Ron Weasley,You want to tell me what that is?,Ron Weasley: You want to tell me what that is?
Ron Weasley,You mean he could see you?,Ron Weasley: You mean he could see you?
Harry Potter,Something like that. I don't know. He died before I ever got to use it. The thing is...,Harry Potter: Something like that. I don't know. He died before I ever got to use it. The thing is...
Ron Weasley,Go on.,Ron Weasley: Go on.
Ron Weasley,Bloody hell... that's a sight.,Ron Weasley: Bloody hell... that's a sight.
Ron Weasley,Hideous.,Ron Weasley: Hideous.
Merpeople,Madam Lestrange.,Merpeople: Madam Lestrange.
Ron Weasley,Hey. Easy.,Ron Weasley: Hey. Easy.
Griphook,She gives us away and we might as well use that sword to slit our own throats. Understand?,Griphook: She gives us away and we might as well use that sword to slit our own throats. Understand?
Hermione Granger,He's right. I was being stupid.,Hermione Granger: He's right. I was being stupid.
Harry Potter,C'mon. Let's do it.,Harry Potter: C'mon. Let's do it.
Merpeople,Identification.,Merpeople: Identification.
Bellatrix Lestrange,I wish to enter my vault.,Bellatrix Lestrange: I wish to enter my vault.
Bellatrix Lestrange,I don't like to be kept waiting.,Bellatrix Lestrange: I don't like to be kept waiting.
Merpeople,Next.,Merpeople: Next.
Bellatrix Lestrange,He's with me.,Bellatrix Lestrange: He's with me.
Griphook,They know!,Griphook: They know!
Ron Weasley,What do you mean?,Ron Weasley: What do you mean?
Griphook,They know she's an imposter! They've been warned!,Griphook: They know she's an imposter! They've been warned!
Bogrod,Madam Lestrange. Would you mind presenting your wand?,Bogrod: Madam Lestrange. Would you mind presenting your wand?
Bellatrix Lestrange,And why should I do that?,Bellatrix Lestrange: And why should I do that?
Bogrod,I'm afraid I must insist.,Bogrod: I'm afraid I must insist.
Harry Potter,Imperio.,Harry Potter: Imperio.
Bogrod,I'm fully aware of that. I'm also aware the Lestranges are one of our oldest and most respected families.,Bogrod: I'm fully aware of that. I'm also aware the Lestranges are one of our oldest and most respected families.
Harry Potter,How long before they come after us?,Harry Potter: How long before they come after us?
Ron Weasley,What's that? Up ahead.,Ron Weasley: What's that? Up ahead.
Griphook,I should have known --,Griphook: I should have known --
Harry Potter,Griphook! What is that!,Harry Potter: Griphook! What is that!
Harry Potter,Well done. Hey.,Harry Potter: Well done. Hey.
Griphook,The Thief's Downfall. Washes away all enchantments. Can be deadly.,Griphook: The Thief's Downfall. Washes away all enchantments. Can be deadly.
Ron Weasley,You don't say.  Just out of interest... is there any other way out of here?,Ron Weasley: You don't say.  Just out of interest... is there any other way out of here?
Griphook,No.,Griphook: No.
Bogrod,What the devil are you all doing down here!,Bogrod: What the devil are you all doing down here!
Griphook,We need him!,Griphook: We need him!
Ron Weasley,Imperio!,Ron Weasley: Imperio!
Griphook,Well done.,Griphook: Well done.
Ron Weasley,No. It's not possible...,Ron Weasley: No. It's not possible...
Ron Weasley,Bloody hell. That's a Welsh Green.,Ron Weasley: Bloody hell. That's a Welsh Green.
Hermione Granger,It looks like it's been down here forever.,Hermione Granger: It looks like it's been down here forever.
Griphook,Go on.,Griphook: Go on.
Ron Weasley,It's been trained to expect pain when it hears the noise.,Ron Weasley: It's been trained to expect pain when it hears the noise.
Hermione Granger,That's barbaric. I...,Hermione Granger: That's barbaric. I...
Griphook,We'll only have a few seconds. In other words... they'll be no do-,Griphook: We'll only have a few seconds. In other words... they'll be no do-
Bogrod,Hm? Oh. Yes. Of course.,Bogrod: Hm? Oh. Yes. Of course.
Harry Potter,Lumos !,Harry Potter: Lumos !
Ron Weasley,Lumos !,Ron Weasley: Lumos !
Hermione Granger,Lumos !,Hermione Granger: Lumos !
Ron Weasley,Blimey...,Ron Weasley: Blimey...
Hermione Granger,Look.,Hermione Granger: Look.
Hermione Granger,No wonder Bellatrix thought it was real.,Hermione Granger: No wonder Bellatrix thought it was real.
Griphook,We'll be crushed! Hurry!,Griphook: We'll be crushed! Hurry!
Harry Potter,That's it. Up there.,Harry Potter: That's it. Up there.
Hermione Granger,How're we going to reach it?,Hermione Granger: How're we going to reach it?
Harry Potter,Give me the sword! The real one.,Harry Potter: Give me the sword! The real one.
Ron Weasley,Keep going!,Ron Weasley: Keep going!
Hermione Granger,Harry! Behind you!,Hermione Granger: Harry! Behind you!
Ron Weasley,The cup!,Ron Weasley: The cup!
Hermione Granger,In here!,Hermione Granger: In here!
Griphook,I said I'd get you in. I never said anything about getting you out.,Griphook: I said I'd get you in. I never said anything about getting you out.
Harry Potter,Griphook! Griphook!,Harry Potter: Griphook! Griphook!
Griphook,Thieves! Help! Thieves!,Griphook: Thieves! Help! Thieves!
Ron Weasley,Foul little git. Least we've got Bogrod.,Ron Weasley: Foul little git. Least we've got Bogrod.
Ron Weasley,That's unfortunate.,Ron Weasley: That's unfortunate.
Hermione Granger,We can't just stand here! Who's got an idea?,Hermione Granger: We can't just stand here! Who's got an idea?
Ron Weasley,You're asking us? You're the brilliant one.,Ron Weasley: You're asking us? You're the brilliant one.
Hermione Granger,I've got something. But it's mad.,Hermione Granger: I've got something. But it's mad.
Hermione Granger,Relashio!,Hermione Granger: Relashio!
Ron Weasley,That's your idea?,Ron Weasley: That's your idea?
Harry Potter,Come on!,Harry Potter: Come on!
Hermione Granger,It doesn't realize it's free!,Hermione Granger: It doesn't realize it's free!
Ron Weasley,That was brilliant! BRILLIANT!,Ron Weasley: That was brilliant! BRILLIANT!
Ron Weasley,Bloody hell.,Ron Weasley: Bloody hell.
Harry Potter,We're dropping!,Harry Potter: We're dropping!
Ron Weasley,I say we jump!,Ron Weasley: I say we jump!
Hermione Granger,When?,Hermione Granger: When?
Harry Potter,He knows.,Harry Potter: He knows.
Hermione Granger,How is it you --,Hermione Granger: How is it you --
Harry Potter,I saw him.,Harry Potter: I saw him.
Ron Weasley,Never mind! What did you see?,Ron Weasley: Never mind! What did you see?
Harry Potter,He's angry. But he's scared too. He's going to make sure the other Horcruxes are safe.,Harry Potter: He's angry. But he's scared too. He's going to make sure the other Horcruxes are safe.
Ron Weasley,What happens when he finds out four are gone?,Ron Weasley: What happens when he finds out four are gone?
Harry Potter,I reckon he'll do anything to stop us from finding the rest. There's more: one of them's at Hogwarts.,Harry Potter: I reckon he'll do anything to stop us from finding the rest. There's more: one of them's at Hogwarts.
